stock,date,author
ATTU,,"Edward Schneider, CFA"
TFM,,Intangible Valuation
USAK,,Whopper Investments
SOL,,EnerTuition
OVV,,David White
CLF,,I Know First Research
VALPQ,,Fun Trading
SSI,,Stephen Simpson
WINMQ,,David Granik
SEIGF,,Stephen Simpson
PIRRQ,,"Shaun Currie, CFA"
DRUNF,,Mike Arnold
DE,,Ján Mazák
AAPL,,Greenery Capital
WETF,,Ben Kramer-Miller
BLUSF,,BioNap
BBSI,,Alpha Gen Capital
EXETF,,Alpha Hungry
EXETF,,Special Situation Investor
PEBK,,Profit Fan
CLB,,Dividend Stream
CPST,,Crunching Numbers
BATL,,David White
NG,,Rick Husband
PSMI,,RelPolEco
SBSI,,Intangible Valuation
BCOR,,Special Situations
AZO,,Brian Grosso
AURX,,BioNap
GE,,David Alton Clark
WDC,,William Tidwell
DELL,,Bryan Boulden
DRIV-OLD,,AlphaStreetResearch
AMZN,,Brian Agnew
CELG,,Daniel B. Ravicher
QUIK,,Brian Coleman
MRTX,,Bay Area Biotech
NVAX,,Michael Slattery
AUDC,,Josh Franklin
CNS,,"Arturo Neto, CFA"
ADT,,Terrier Investing
GMICF,,Safety In Value
MKRS,,The GeoTeam
ORLY,,Morningstar
DRLDF,,The Critical Investor
CAZFF,,Value Digger
ADMP,,Joe Springer
FLEX,,Helix Investment Research
BB,,ADN Investments
GILD,,Bryan Boulden
FXEN,,MTF Investing
AMD,,Justin Jaynes
AYSI,,Nat Hunt
COWN,,Jeffrey Himelson
NWBN,,DoctoRx
GILD,,DoctoRx
PLCE,,Investing 501
IMOS,,Valuable Insights
ASASF,,Special Situation Investor
BH-OLD,,Alpha Gen Capital
SGAZF,,Street Smart Investor
EBAY,,Brian Grosso
AAPL,,Gannon McHenry
MSFT,,GuruFundPicks
AGTEF,,Daniel Kim
CVC,,Gary Bourgeault
BLT,,"John Leonard, CFA"
FUEL,,Seeking Profits
AP,,ValueArtifex
BHC,,Detroit Bear
VALPQ,,Fun Trading
HPR,,Richard Zeits
DBD,,Gary Bourgeault
TURN,,WallStArb
CHMT,,"Shaun Currie, CFA"
OLED,,Income Clock
AMZN,,Shiv Kapoor
SPCB,,Jaret Wilson
THRY,,Wavelength Asset Management
PQ,,Michael Fitzsimmons
ARNGF,,Ben Kramer-Miller
CYTK,,Kenneth Pittman
AXAHY,,Stephen Simpson
CVX,,Jennifer Warren
SALE,,"Ranjit Thomas, CFA"
SVVC,,KL Investment Partners
SM,,Richard Zeits
HKFIQ,,Maarten Pieters
SCU,,Alpha Gen Capital
WHLKF,,"Nigel Stevenson, CFA"
TREVF,,Itinerant
CELG,,Small Pharma Analyst
ESRX,,Ray Merola
DOFSQ,,Fun Trading
ANTB-OLD,,BioNap
THRY,,Wavelength Asset Management
BDMS,,Whopper Investments
NSC,,Chuck Walston
BIDU,,Boris Marjanovic
AVACF,,Street Smart Investor
RGEN,,The Behavioral Economist
INVN,,Income Clock
DRRX,,BioNap
AMZKF,,Alec Mazo
PTORF,,Josh Young
WATT,,Dallas Salazar
TSCDF,,Saj Karsan
ZNGA,2014-04-30,Holmer Coleto
AABA,2014-04-30,David Addison
JOE,2014-04-30,Money Investor
ARGEF,2014-04-30,Fincom Investment Partners
GULF,2014-04-29,Jeffrey Dow Jones
ACER,2014-04-29,Arrow Loop Research
ALLY,2014-04-29,Alpha Gen Capital
HNTHF,2014-04-28,Devon Shire
ESRX,2014-04-28,Brian Grosso
CANN,2014-04-28,Edge Investing
AAL,2014-04-28,Helix Investment Research
SGU,2014-04-25,Michael Fitzsimmons
INTZ,2014-04-25,"John Leonard, CFA"
VRYAF,2014-04-25,Gino Verza
PMD,2014-04-25,Bram de Haas
LOV,2014-04-25,Tal Davidson
YUM,2014-04-24,Denise Lee Yohn
TURN,2014-04-24,WallStArb
HARI,2014-04-24,Unconventional Capital Wisdom
APPCQ,2014-04-23,BiggerCapital
INSYQ,2014-04-23,Kevin Quon
CVX,2014-04-23,Jennifer Warren
FDS,2014-04-23,Intangible Valuation
APLCY,2014-04-23,Special Situation Investor
AGTEF,2014-04-23,Daniel Kim
LBTSF,2014-04-23,Stephen Simpson
SQNM,2014-04-22,Marty Chilberg
NLOK,2014-04-22,Helix Investment Research
AUDC,2014-04-22,Josh Franklin
REIS,2014-04-22,Undiscovered Stocks
LMOS,2014-04-22,"John Leonard, CFA"
TSM,2014-04-21,DoctoRx
CVX,2014-04-21,Jennifer Warren
SIVB,2014-04-21,Dallas Salazar
GRBS,2014-04-21,Unconventional Capital Wisdom
TPCFF,2014-04-21,Logical Thought
KBH,2014-04-21,Money Investor
GDP,2014-04-19,Richard Zeits
NSR,2014-04-19,Ashleigh Rogers
NSR,2014-04-18,Pedro de Noronha
LE,2014-04-17,Special Situation Investor
WLL,2014-04-17,Stephen Simpson
AVNW,2014-04-17,Inefficient Market
BFYT,2014-04-16,Ashleigh Rogers
CBB,2014-04-16,Mike Arnold
WW,2014-04-16,Independent Value
IRG,2014-04-16,"Shaun Currie, CFA"
VDSI-OLD,2014-04-16,Hugh Akston Investments
SPLS,2014-04-16,CDM Capital
DELL,2014-04-15,Suneet Chandvani
LCUT,2014-04-15,Helix Investment Research
QGEN,2014-04-14,Andy Batts
BATL,2014-04-14,Richard Zeits
IHG,2014-04-14,Thomas Kennedy
IMNPQ,2014-04-14,BioNap
HIFS,2014-04-14,DoctoRx
ZIOP,2014-04-14,The Behavioral Economist
C,2014-04-14,Shiv Kapoor
FGF,2014-04-14,Alpha Gen Capital
KOG,2014-04-14,Richard Zeits
CCK,2014-04-12,Value Vista UK
ATRI,2014-04-12,Kevin Quon
FKWL,2014-04-11,Ugly Duckling
NWPX,2014-04-11,Non-Correlating Stock Ideas
IAC,2014-04-10,Mike Arnold
BOBS,2014-04-10,David Tristan Liu
PFBI,2014-04-10,Dutch Trader
ACOR,2014-04-10,PropThink
JPM,2014-04-10,Shiv Kapoor
NECB,2014-04-10,Unconventional Capital Wisdom
TROX,2014-04-10,Brian Langis
ICPT,2014-04-10,"Paul Nunzio DeSantis, Pharm.D"
RDC,2014-04-09,Jeffrey Dow Jones
SODA,2014-04-09,Seth Golden
AMBS,2014-04-09,BioNap
PFE,2014-04-09,Shiv Kapoor
RIOM,2014-04-09,Ian Bezek
GAIA,2014-04-09,Martin Vlcek
EGN,2014-04-08,Jennifer Warren
NHEGY,2014-04-08,Value Digger
BALT,2014-04-07,Inscrutable
WRPSF-OLD,2014-04-07,Fincom Investment Partners
ACAS,2014-04-07,Stone Fox Capital
GIII,2014-04-07,Helix Investment Research
BR,2014-04-07,Alpha Gen Capital
CXUSF,2014-04-06,Nawar Alsaadi
HOMB,2014-04-05,Stephen Rosenman
SLM,2014-04-05,Ashleigh Rogers
TSLA,2014-04-05,Marc Gerstein
GTN,2014-04-04,QuanamCap
OMG,2014-04-03,Stephen Simpson
PSX,2014-04-03,Michael Fitzsimmons
PVAC,2014-04-03,Richard Zeits
TNXP,2014-04-01,BioNap
ITI,2014-04-01,"John Leonard, CFA"
HPR,2014-04-01,Richard Zeits
TSLA,2014-04-01,Juan Carlos Zuleta
HIHO,2014-04-01,Lares Capital
SRPT,2014-04-01,Kyle Fishman
CTCM,2014-03-31,Strubel Investment Management
BAC,2014-03-31,David Alton Clark
AXX,2014-03-31,The Critical Investor
MAT,2014-03-31,Lutz Muller
BTU,2014-03-31,Stephen Simpson
AABA,2014-03-31,Helix Investment Research
PAFRF,2014-03-31,Special Situation Investor
RMAX,2014-03-31,Mike Arnold
ASPS,2014-03-31,Stone Fox Capital
DYSL,2014-03-31,Hugh Akston Investments
LPSN,2014-03-31,Nassarius Capital
GCI,2014-03-31,QuanamCap
BYI,2014-03-31,"Shaun Currie, CFA"
EOX,2014-03-28,David White
SF,2014-03-28,Bram de Haas
FB,2014-03-28,Bachar Samawi
WW,2014-03-28,Intangible Valuation
EDSA,2014-03-28,Fincom Investment Partners
KIRK,2014-03-27,Activist Stocks
MNKD,2014-03-27,Greg Johnstone
BRK.B,2014-03-27,Yorkville Investor
SSYS,2014-03-27,Jake Bernesby
CRK,2014-03-27,Drill Capital
WAIR,2014-03-27,Unconventional Capital Wisdom
BX,2014-03-26,DAG Investments
UNCFF,2014-03-26,Helix Investment Research
NFLX,2014-03-26,Michael B. Krause
HPJ,2014-03-25,Michael Fitzsimmons
TSLA,2014-03-25,Gareth Hatch
OTLC,2014-03-25,Arrow Loop Research
RAIL,2014-03-25,Inscrutable
TSLX,2014-03-25,Nicholas Marshi
MDRPD,2014-03-25,Hebba Investments
WG,2014-03-25,Chris Biotech
YUM,2014-03-25,Denise Lee Yohn
TWGP,2014-03-25,Whopper Investments
NEVDF,2014-03-25,Itinerant
GTATQ,2014-03-24,Jonathan Fishman
PNFP,2014-03-24,Unconventional Capital Wisdom
SFR,2014-03-24,Paulo Santos
GSBC,2014-03-24,Stephen Rosenman
IBP,2014-03-24,Don Dion
ABIO,2014-03-24,BioNap
OGZPY,2014-03-24,Jennifer Warren
AEO,2014-03-24,"Shaun Currie, CFA"
RBYCF-OLD,2014-03-23,Ben Kramer-Miller
EVGN,2014-03-23,Kevin Quon
DRYS,2014-03-21,Quoth the Raven
CDW,2014-03-21,Alpha Gen Capital
VLO,2014-03-21,DAG Investments
SHLDQ,2014-03-21,Bishop Research and Analytics
WILC,2014-03-21,Lares Capital
AR,2014-03-20,Drill Capital
CBKCQ,2014-03-20,Activist Stocks
GSB,2014-03-20,Soldier of Fortune
SXCL-OLD,2014-03-20,Special Situation Investor
VRSN,2014-03-19,Early Retiree
BRSS,2014-03-19,Stephen Simpson
SCGLY,2014-03-19,Stephen Simpson
BLOX,2014-03-19,The Archivist
WLTW,2014-03-19,Early Retiree
CHRW,2014-03-18,ValueArtifex
WLMS,2014-03-18,Stephen Simpson
GERN,2014-03-18,Stock Doctor
ACM,2014-03-18,GS Analytics
AUTO,2014-03-18,Courage & Conviction Investing
AHH,2014-03-18,Dane Bowler
SBCF,2014-03-17,Terence Channon
EBS,2014-03-17,PropThink
HTBI,2014-03-17,Stephen Rosenman
TSU,2014-03-17,Scrutinizing Value
ZARFD,2014-03-17,Value Digger
LNVGY,2014-03-17,Ashraf Eassa
MINI,2014-03-14,Celan Bryant
MU,2014-03-14,Retired Securities Attorney
UQM,2014-03-14,"Shaun Currie, CFA"
GSOL,2014-03-14,Saj Karsan
NXST,2014-03-14,Helix Investment Research
DEMBF,2014-03-14,Yuanxi Zhang
QCOM,2014-03-14,Cheryl Swanson
CVM,2014-03-13,Frugal Norwegian
QTWW,2014-03-13,"Shaun Currie, CFA"
SPLP,2014-03-13,Special Situation Investor
BDRBF,2014-03-13,Jeffrey To
OCLR,2014-03-13,Martin Vlcek
SHOS,2014-03-13,Bishop Research and Analytics
KYO-OLD,2014-03-13,Alex Cho
MNKD,2014-03-13,Black Gold
ISRG,2014-03-13,Scipio Advisors
GXOCF,2014-03-13,Chris Damas
ISNS,2014-03-13,Mike Arnold
AAPL,2014-03-12,Joel West
TRTC,2014-03-12,Investor Initiatives
FTPLF,2014-03-12,Munich Value Investments
REGI,2014-03-12,Daniel Walk
HLTOY,2014-03-11,Jeffrey Dow Jones
AMD,2014-03-11,Mark Hibben
FUAIY,2014-03-11,Ruerd Heeg
FOLGF,2014-03-11,Dennis Beaudet
CRCM,2014-03-11,Dallas Salazar
PFE,2014-03-11,Peter Geschek
NWBO,2014-03-11,Smith On Stocks
MCGC,2014-03-11,"Richard E. Fearon, Jr."
MRCBF,2014-03-11,Nitor Capital Management
LCSHF,2014-03-11,Special Situation Investor
MU,2014-03-10,Russ Fischer
LQSIF,2014-03-10,Intelligent Value
VLOUF,2014-03-10,Early Retiree
SHLDQ,2014-03-10,Bishop Research and Analytics
HLF,2014-03-10,Del Lindley
MICT,2014-03-10,Sylvester Burley
AERO,2014-03-10,Mark Gomes
SQNS,2014-03-10,"Edward Schneider, CFA"
IDIX,2014-03-10,Unconventional Capital Wisdom
INBK,2014-03-08,Cabeza Howe
CEDU,2014-03-08,Yuanxi Zhang
CNNEF,2014-03-07,Malcolm Shaw
MNTX,2014-03-07,Stephen Simpson
ZIGO,2014-03-07,Nassarius Capital
J,2014-03-07,Early Retiree
EOHDF,2014-03-07,Alpha Vulture
LZB,2014-03-07,"Shaun Currie, CFA"
MSN,2014-03-07,Lares Capital
FNSR,2014-03-07,Stephen Simpson
SD,2014-03-07,Richard Zeits
CHMT,2014-03-07,Chris Biotech
CNNEF,2014-03-06,Caiman Valores
MNKD,2014-03-06,Jeff Eiseman
SPPI,2014-03-06,Reed Research
BBXT,2014-03-06,Special Situations
BNS,2014-03-06,Kenny Yang
MOBI,2014-03-06,Thomas Hor
APA,2014-03-06,Jennifer Warren
TOT,2014-03-05,Aristofanis Papadatos
TRP,2014-03-05,Roger S. Conrad
RDC,2014-03-05,Angel Stoychev
SCTY,2014-03-05,Mike Arnold
EXPD,2014-03-05,Netwall
GSK,2014-03-05,Small Pharma Analyst
OPRX,2014-03-05,Moatology
SLCA,2014-03-04,Michael Filloon
CRD.A,2014-03-04,Liu Capital
OABC,2014-03-04,Unconventional Capital Wisdom
SPB,2014-03-04,Donald Marchiony
MUSA,2014-03-04,Amateur Capital
TSLA,2014-03-04,Mark Hibben
CHS,2014-03-04,"Shaun Currie, CFA"
CPPRQ,2014-03-03,Corey Sommers
CRDS,2014-03-03,Tom Shaughnessy
KATE,2014-03-03,Helix Investment Research
MODV,2014-03-03,Trading the Spread
ATHE,2014-03-03,Michael Sacerdote
SPRT,2014-03-03,Saj Karsan
MNK,2014-03-03,Brian Tesch
QCCO,2014-03-02,Larry Meyers
BRK.A,2014-03-02,Jim Sloan
TGSNF,2014-02-28,Special Situation Investor
ONCS,2014-02-28,"Grant Zeng, CFA"
MU,2014-02-27,HFIR
CARA,2014-02-27,super-trades
NPSNY,2014-02-27,Daniel Li
VSEC,2014-02-27,Liron Manor
CEVA,2014-02-27,"Edward Schneider, CFA"
BLUE,2014-02-27,Stephen Simpson
NCPCF,2014-02-27,Fincom Investment Partners
CRZO,2014-02-26,Richard Zeits
VITC,2014-02-26,Mike Arnold
KTRA,2014-02-26,Greg Miller
GE,2014-02-25,Michael Fitzsimmons
MDW,2014-02-25,The Critical Investor
ONCS,2014-02-25,The Behavioral Economist
HTWR,2014-02-25,Andy Batts
KIN,2014-02-25,Unconventional Capital Wisdom
STRL,2014-02-25,Lares Capital
AMBC,2014-02-25,Alpha Gen Capital
ICOTF,2014-02-25,BioNap
RIG,2014-02-24,Nicholas Lampros
RBBN,2014-02-24,Helix Investment Research
HDB,2014-02-24,Shiv Kapoor
QSR,2014-02-24,Kenny Yang
NATL,2014-02-24,Lawrence Zack Galler
ARII,2014-02-24,Michael Filloon
TUP,2014-02-24,Alpha Bet
JGWEQ,2014-02-24,Kerrisdale Capital Management
DTNOF,2014-02-24,Street Smart Investor
CBEY,2014-02-24,Lazarus Management Company
EMKR,2014-02-24,Nassarius Capital
AWLCF,2014-02-24,Harry Long
NDAQ,2014-02-21,Ashleigh Rogers
TSDRF,2014-02-21,The Critical Investor
AMD,2014-02-21,Tom Luongo
CYRX,2014-02-21,"Brian Marckx, CFA"
CPPRQ,2014-02-21,Corey Sommers
SINO,2014-02-21,"John Leonard, CFA"
ATHE,2014-02-21,Henry Su
MTSN,2014-02-21,Stephen Simpson
CEVA,2014-02-21,"Edward Schneider, CFA"
XPL,2014-02-21,Fincom Investment Partners
RT,2014-02-21,Hugh Akston Investments
CLUB,2014-02-21,Mike Arnold
ADYX,2014-02-21,D. Mero
PZN,2014-02-20,Alpha Gen Capital
AGEN,2014-02-20,Smith On Stocks
DCIN,2014-02-20,Ariana Research
BLKPF,2014-02-20,Itinerant
CHTR,2014-02-20,Chris DeMuth Jr.
SGYP-OLD,2014-02-20,Gotham City Capital
REXI,2014-02-19,Alpha Gen Capital
CLF,2014-02-19,James Duade
SNBC,2014-02-19,Hemlock Partners
NATL,2014-02-19,Lawrence Zack Galler
NAUH,2014-02-19,David J. Waldron
NFX,2014-02-18,Stephen Simpson
NEM,2014-02-18,Ben Kramer-Miller
GOOG,2014-02-18,Shiv Kapoor
ACDVF,2014-02-18,Helix Investment Research
OME,2014-02-18,Lares Capital
DHCP,2014-02-18,Ashleigh Rogers
DNDN,2014-02-18,Bill Maurer
NLP,2014-02-18,Yuanxi Zhang
AVG,2014-02-18,Suneet Chandvani
UNIS,2014-02-18,Stock Writer
SDRLF,2014-02-17,Adam Galas
CAI,2014-02-17,Christoph Aublinger
MTDR,2014-02-17,Michael Filloon
AUXL,2014-02-17,Chris DeMuth Jr.
EYPT,2014-02-17,"Paul Nunzio DeSantis, Pharm.D"
LCAV,2014-02-17,Samir Patel
CMG,2014-02-15,Scott Fearon
CRK,2014-02-15,Richard Zeits
TAM,2014-02-14,Stephen Simpson
ARMZF,2014-02-14,Ben Kramer-Miller
CVGI,2014-02-14,Stephen Simpson
CHK,2014-02-14,Devon Shire
THRM,2014-02-14,GS Analytics
SFTBY,2014-02-14,Helix Investment Research
PXD,2014-02-14,"Paul Nunzio DeSantis, Pharm.D"
FTLF,2014-02-14,Lares Capital
SNBR,2014-02-14,"Shaun Currie, CFA"
NPTN,2014-02-14,Nassarius Capital
VET,2014-02-13,Michael Fitzsimmons
LICT,2014-02-13,Saj Karsan
PHX,2014-02-13,Radi Sultan
BIIAF,2014-02-13,Nuwan Rajapakse
ITMN,2014-02-12,Bioassociate Consulting
MTW,2014-02-12,Stephen Simpson
NSM,2014-02-12,Blake Plotz
FCUUF,2014-02-12,Western Investor
LUNA,2014-02-12,Inefficient Market
PDRX,2014-02-11,Alpha Vulture
ISDR,2014-02-11,Boris Marjanovic
WIX,2014-02-11,Jonathan Fishman
VTSS,2014-02-11,Darspal S Mann
LNDNF,2014-02-11,Street Smart Investor
LNDNF,2014-02-11,Michael Fitzsimmons
CYNA,2014-02-11,BioNap
VALPQ,2014-02-11,Astus Technologies
BREUF,2014-02-11,Mike Arnold
XOM,2014-02-11,Jennifer Warren
SIGI,2014-02-10,Ashleigh Rogers
ATRGF,2014-02-10,The Critical Investor
IP,2014-02-10,Ray Merola
ASM,2014-02-10,Itinerant
BORUF,2014-02-10,German Stock Investor
FTK,2014-02-10,Michael Filloon
OMF,2014-02-10,Ashleigh Rogers
GWRE,2014-02-10,Trading the Spread
CPPRQ,2014-02-10,Dante's Investing Ideas
CWCO,2014-02-10,"Stephen Percoco, CFA"
MU,2014-02-10,Bruce Burnworth
ACAT,2014-02-09,Buy and Hold Falcon
AMZN,2014-02-09,Shiv Kapoor
CTCT,2014-02-09,GS Analytics
SSRI,2014-02-08,Ben Kramer-Miller
THC,2014-02-08,Ashleigh Rogers
INTC,2014-02-07,Ashraf Eassa
SSC-OLD,2014-02-07,Always Incredulous
CENT,2014-02-06,Investing 501
PQ,2014-02-06,Radi Sultan
MEET,2014-02-06,John Henderson
CWEI,2014-02-06,Richard Zeits
HGG,2014-02-06,Saj Karsan
CYTR,2014-02-06,InvestorR
RIOT,2014-02-06,Biotech Dan
RLLHF,2014-02-05,Alpha Vulture
INS,2014-02-05,"John Leonard, CFA"
ICGQF,2014-02-05,The Critical Investor
ACU,2014-02-05,BuyTheDip SellTheRip
VVI,2014-02-04,Alpha Gen Capital
CYH,2014-02-04,Ashleigh Rogers
ICTV,2014-02-04,Tom Shaughnessy
AAPL,2014-02-04,Mike Serebrennik
NVDA,2014-02-04,Samuel Rech
BNKJF,2014-02-04,Dennis Beaudet
NASB,2014-02-04,Geoffrey Rocca
Y,2014-02-04,AlphaStreetResearch
CRRT,2014-02-03,Itinerant
AUDC,2014-02-03,Josh Franklin
ARAY,2014-02-03,Stephen Simpson
APO,2014-02-03,Ashleigh Rogers
NMBL,2014-02-03,Technology Enthusiast
EGY,2014-02-03,Radi Sultan
PACD,2014-02-03,Street Smart Investor
QRVO,2014-02-03,Helix Investment Research
PGNX,2014-02-03,Biotech Dan
JOY,2014-01-31,Netwall
MNTA,2014-01-31,Buddy Lyons
RGS,2014-01-31,Alpha Gen Capital
CSCO,2014-01-31,Nikos Theodosopoulos
GOFPY,2014-01-30,Jeffrey Dow Jones
BA,2014-01-30,Dhierin Bechai
FRGI,2014-01-30,"Shaun Currie, CFA"
DWSN,2014-01-30,Steven Reiman
DD,2014-01-30,Shiv Kapoor
HXGCF,2014-01-29,NGV Investor
MCRZF,2014-01-29,Itinerant
SURVF,2014-01-29,Power Hedge
PURE,2014-01-29,Barry Wald
AMGN,2014-01-29,Stephen Barnes
SRSC,2014-01-28,Elephant Analytics
MAXX,2014-01-28,Paulo Santos
RJF,2014-01-28,DAG Investments
RES,2014-01-28,Nassarius Capital
LTRX,2014-01-28,Inefficient Market
SNEC,2014-01-28,Richard Zeits
ERII,2014-01-28,Chris Biotech
ERII,2014-01-28,Cabeza Howe
GNLAF,2014-01-28,Mike Arnold
BNCL,2014-01-28,Unconventional Capital Wisdom
AR,2014-01-28,Richard Zeits
TSLA,2014-01-27,Shiv Kapoor
CVX,2014-01-27,Itinerant
JKS,2014-01-27,Shareholders Unite
WPM,2014-01-27,Ben Kramer-Miller
AXS,2014-01-27,AlphaStreetResearch
OIIM,2014-01-27,Ken Nagy
ATW,2014-01-27,Illuminati Investments
PLCM,2014-01-27,BuyTheDip SellTheRip
EBODF,2014-01-27,Shawn Kravetz
DCIN,2014-01-27,Philip Mause
RST,2014-01-27,Mike Arnold
MICT,2014-01-27,Lares Capital
SM,2014-01-26,Richard Zeits
RENT,2014-01-26,Gary Bourgeault
DJCO,2014-01-26,ValueArtifex
AAPL,2014-01-26,Matt Margolis
MICT,2014-01-25,"John Leonard, CFA"
IBKR,2014-01-24,Mike Arnold
MCS,2014-01-24,Gary Bourgeault
XONE,2014-01-24,Nicholas Sheets
RGC,2014-01-23,Gary Bourgeault
SWS,2014-01-23,Whopper Investments
JGWEQ,2014-01-23,Ashleigh Rogers
HSTO,2014-01-23,Stephen Simpson
ING,2014-01-23,Helix Investment Research
BB,2014-01-22,Quoth the Raven
ABCD,2014-01-22,Paulo Santos
NMBL,2014-01-22,Technology Assessment Group
PDEX,2014-01-22,Valuable Insights
CWTR,2014-01-22,Activist Stocks
PALAF,2014-01-22,Itinerant
PXGYF,2014-01-22,Stephen Simpson
LBMH,2014-01-22,Goudy Park Capital
WFC,2014-01-21,Terrier Investing
NCPCF,2014-01-21,Fincom Investment Partners
NOK,2014-01-21,Victor Cheng
AMD,2014-01-21,Sean Chandler
BBY,2014-01-21,Saj Karsan
PRCP,2014-01-21,John Henderson
BATL,2014-01-21,Richard Zeits
TTMI,2014-01-21,Alpha Gen Capital
IRT,2014-01-21,Dane Bowler
PAR,2014-01-21,"Shaun Currie, CFA"
CVX,2014-01-21,Charles Constantinou
SF,2014-01-20,Ashleigh Rogers
DF,2014-01-20,Kenny Yang
NKTR,2014-01-20,Scrying Biotech
GNBT-OLD,2014-01-20,Rich Steffens
AYR,2014-01-19,Ashleigh Rogers
PALL,2014-01-19,Alexander Prindle
NTI,2014-01-19,Rob Wilson
ANV,2014-01-17,Pricechart Guy
VERU,2014-01-17,Joseph P. Porter
EIGI,2014-01-17,Menlo Income Investor
DTNOF,2014-01-17,Christoph Aublinger
BRK.A,2014-01-17,Default Investing
TNXP,2014-01-16,Michael Sacerdote
WTM,2014-01-16,ValueArtifex
AMCX,2014-01-16,Ted Barac
FUR,2014-01-16,Dane Bowler
PSTI,2014-01-16,Sharon di Stefano
POST,2014-01-15,Detroit Bear
CCJ,2014-01-15,Michael Blair
REXX,2014-01-15,Steve Zachritz
ENVE,2014-01-14,Alpha Gen Capital
SD,2014-01-14,David White
CSCO,2014-01-14,Zeus Kerravala
UNP,2014-01-14,Growth Investor1
SUMR,2014-01-14,"Gordon Tam, CFA"
FCZA,2014-01-14,Helix Investment Research
A,2014-01-14,Kedar Special Situations
EWBC,2014-01-14,Ashleigh Rogers
GOOG,2014-01-14,Felix Salmon
EVOK,2014-01-13,Bio Bull
SIGM,2014-01-13,Nassarius Capital
OBGRF,2014-01-13,Steven Reiman
MNKD,2014-01-13,George Rho
WCG,2014-01-13,Ashleigh Rogers
IOVA,2014-01-13,"Grant Zeng, CFA"
REGI,2014-01-10,Robert Wagner
SAL,2014-01-10,ValueArtifex
ATXDY,2014-01-10,Josh Young
AMGN,2014-01-10,Stephen Barnes
GWTCF,2014-01-09,Yuanxi Zhang
MSFT,2014-01-09,Motek Moyen
SRL,2014-01-09,Alpha Gen Capital
BEAM-OLD,2014-01-09,Rahul Jaisingh
IXYS,2014-01-09,Value Advisors
NUE,2014-01-09,Paul Boland
CRTN,2014-01-08,"John Leonard, CFA"
SVON,2014-01-08,Smith On Stocks
DAC,2014-01-08,Abdalla Al-ayrot
NFSHF,2014-01-08,Street Smart Investor
CSFFF,2014-01-08,Itinerant
TBRA,2014-01-08,The Behavioral Economist
BASI,2014-01-08,Sujan Lahiri
LF,2014-01-08,Mario Squicciarini
BA,2014-01-08,Confero
MWW,2014-01-08,"Shaun Currie, CFA"
JBSS,2014-01-08,Glyndon Park
SEAS,2014-01-08,Goudy Park Capital
AR,2014-01-07,Drill Capital
AMD,2014-01-07,Justin Jaynes
HPR,2014-01-06,Richard Zeits
SRNE,2014-01-06,"Grant Zeng, CFA"
TTGT,2014-01-06,Ben Axler
EXC,2014-01-06,RB Equity
TRW,2014-01-06,Trading the Spread
AGYS,2014-01-06,"Shaun Currie, CFA"
X,2014-01-06,Paul Boland
DSS,2014-01-06,Markman Advisors
INXN,2014-01-06,Alpha Gen Capital
TSBK,2014-01-06,Stephen Rosenman
ARO,2014-01-06,CDM Capital
MNKD,2014-01-06,Maredin Capital Advisors
TAIPF-OLD,2014-01-05,Dennis Beaudet
ATHX,2014-01-05,U.S. Biotech Investor
KO,2014-01-05,Blue Ridge Buffettologist
DLLR,2014-01-04,Abdalla Al-ayrot
GDLLF,2014-01-03,Dennis Beaudet
INTC,2014-01-03,Motek Moyen
NL,2014-01-03,ValueArtifex
PCYC,2014-01-03,PropThink
PSMI,2014-01-03,Ashraf Eassa
LGORF-OLD,2014-01-03,The Investment Doctor
PALDF,2014-01-02,David White
BHR,2014-01-02,"John Leonard, CFA"
EMMS,2014-01-02,ValueArtifex
KAMN,2014-01-02,Pendulum
URZ,2014-01-02,Kiran Pande
SXI,2014-01-02,DAG Investments
CHMI,2014-01-02,Steven Reiman
AXR,2014-01-02,Soldier of Fortune
FCSC,2014-01-01,Biomed Group
CPPRQ,2013-12-31,Blue Ridge Buffettologist
AT,2013-12-31,Christian Alpers
TUMI,2013-12-31,Pendulum
BRK.B,2013-12-31,Jim Sloan
FDML,2013-12-31,Pendulum
CRVP,2013-12-31,Intangible Valuation
CYN,2013-12-31,Ashleigh Rogers
LKM,2013-12-30,JG Investment Research
TXTR,2013-12-30,Goudy Park Capital
CRARY,2013-12-30,Helix Investment Research
LGL,2013-12-30,Whopper Investments
AMD,2013-12-30,Justin Jaynes
VSR,2013-12-30,Lares Capital
NTRI,2013-12-30,Careful Investor
VALE,2013-12-30,Landlord Investor
BALT,2013-12-30,Inscrutable
TSRO,2013-12-30,Buddy Lyons
EME,2013-12-30,Alpha Gen Capital
IVPAF,2013-12-29,Itinerant
ALT,2013-12-29,Jeff Eiseman
SHLDQ,2013-12-29,Nicholas Snyder
AAPL,2013-12-29,Posts At Eventide
GLGDF,2013-12-27,Ben Kramer-Miller
PRCP,2013-12-27,3D Analytics
CYRN,2013-12-27,Lares Capital
IPAR,2013-12-27,Maik Schwäbe
MGPHF,2013-12-27,Bishop Research and Analytics
SMTS,2013-12-27,Itinerant
CDNS,2013-12-27,Trading the Spread
HMG,2013-12-27,Matthew Dow
MM,2013-12-27,Motek Moyen
SKY,2013-12-26,"John Leonard, CFA"
LCPRF,2013-12-26,The Investment Doctor
